word,severity,vibe,pos,
contretemps,3,other,noun,
order Laminariales,3,other,noun,
bent on,4,other,adjective,
Benjamin Franklin Norris Jr.,4,other,noun,
Malaxis,1,other,noun,
consequential,1,other,adjective,
biometric identification,1,other,noun,
frame,1,other,verb,
animadvert,4,other,verb,
wild clary,2,other,noun,
Olmsted,2,other,noun,
geodesical,2,other,adjective,
Great Russian,2,other,noun,
profoundly,1,other,adverb,
XXVI,1,other,noun,
oxaloacetic acid,3,other,noun,
confident,2,other,adjective,
aquicultural,4,other,adjective,
governance,2,other,noun,
Texas chachalaca,3,other,noun,
debilitative,3,other,adjective,
mismarry,3,other,verb,
Phalaris tuberosa,4,other,noun,
bush,2,other,adjective,
ergometer,2,other,noun,
unimpeded,3,other,adjective,
family Nitrobacteriaceae,4,other,noun,
Nostradamus,4,other,noun,
rhabdomancer,4,other,noun,
cover letter,2,other,noun,
Fomor,3,other,noun,
Physostegia virginiana,3,other,noun,
nettleleaf goosefoot,2,other,noun,
Canopus,3,other,noun,
Hypsiprymnodon,4,other,noun,
unsavoriness,3,other,noun,
hinderingly,2,other,adverb,
genus Acinonyx,3,other,noun,
default,1,other,verb,
bush pea,1,other,noun,
red-shafted flicker,3,other,noun,
cool it,3,other,verb,
octuple,1,other,adjective,
genus Mirabilis,1,other,noun,
empathic,4,other,adjective,
decrypt,3,other,verb,
impersonal,2,other,adjective,
Galileo,3,other,noun,
retard,2,other,verb,
nightbird,4,other,noun,
arctangent,1,other,noun,
Edward Calvin Kendall,2,other,noun,
porcine,4,other,adjective,
electronics intelligence,1,other,noun,
1728,2,other,noun,
daybreak,2,other,noun,
packet,2,other,noun,
fleet,2,other,verb,
sacrosanct,1,other,adjective,
herbal,3,other,noun,
shriek,1,other,verb,
genus Choloepus,3,other,noun,
Conyza,2,other,noun,
outward,2,other,adjective,
thermal,1,other,adjective,
John Tyndall,1,other,noun,
Vinylite,4,other,noun,
wood meadowgrass,1,other,noun,
order of payment,2,other,noun,
autotroph,3,other,noun,
burster,1,other,noun,
emphatically,3,other,adverb,
algolagnic,3,other,adjective,
ball-buster,2,other,noun,
tortellini,2,other,noun,
musculus sphincter ductus choledochi,1,other,noun,
synchronous operation,2,other,noun,
superior labial vein,2,other,noun,
aliphatic,3,other,adjective,
beat,1,other,verb,
Lombardy poplar,1,other,noun,
belay,1,other,verb,
ill turn,4,other,noun,
even,1,other,adjective,
white horse,3,other,noun,
sea squab,2,other,noun,
wear,3,other,verb,
fractional distillation,2,other,noun,
for all intents and purposes,4,other,adverb,
catabolic,2,other,adjective,
biplane flying fish,4,other,noun,
dwindling,3,other,noun,
hysteric,2,other,noun,
cuirass,2,other,noun,
committal service,1,other,noun,
leucorrhea,3,other,noun,
publishing firm,1,other,noun,
twelve noon,3,other,noun,
look backward,3,other,verb,
merged,4,other,adjective,
Botany Bay fig,3,other,noun,
advert,2,other,verb,
Jewish Orthodoxy,1,other,noun,
lanai,1,other,noun,
yam bean,4,other,noun,
mistletoe family,3,other,noun,
partisanship,2,other,noun,
Sixth Crusade,4,other,noun,
unending,4,other,adjective,
yellow rocket,1,other,noun,
measurable,2,other,adjective,
mamma's boy,3,other,noun,
practice of law,1,other,noun,
family Roridulaceae,1,other,noun,
interplay,1,other,noun,
coco plum,2,other,noun,
Johannes Diderik van der Waals,3,other,noun,
parti-color,2,other,verb,
visible spectrum,1,other,noun,
scallopine,2,other,noun,
piping guan,1,other,noun,
ebullient,1,other,adjective,
ballerina,2,other,noun,
sea trifoly,1,other,noun,
capital of Norway,4,other,noun,
Twilight of the Gods,3,other,noun,
calycled,2,other,adjective,
fashionable,1,other,adjective,
latex paint,1,other,noun,
continuous receiver watch,4,other,noun,
actuarial table,3,other,noun,
Coptic,2,other,adjective,
Nikolai Lenin,2,other,noun,
amidopyrine,1,other,noun,
echoencephalogram,2,other,noun,
window sash,1,other,noun,
nonprogressive,1,other,adjective,
anesthesia,4,other,noun,
tessellate,4,other,verb,
clef,3,other,noun,
crampbark,1,other,noun,
Enterobius vermicularis,2,other,noun,
synchromesh,4,other,noun,
Jamaica rum,1,other,noun,
harlotry,2,other,noun,
Siberian larch,3,other,noun,
Rheims-Douay Bible,1,other,noun,
Bravais lattice,3,other,noun,
metacarpal artery,1,other,noun,
stampede,4,other,noun,
President Nixon,1,other,noun,
poplin,4,other,noun,
treacle,2,other,noun,
clitoric,1,other,adjective,
working,4,other,noun,
homeowner,2,other,noun,
old-age insurance,2,other,noun,
smidgeon,3,other,noun,
Hugo von Hoffmannsthal,2,other,noun,
telephony,3,other,noun,
Oenanthe aquatica,1,other,noun,
heaves,2,other,noun,
flux density unit,3,other,noun,
chuckle,3,other,verb,
toitoi,4,other,noun,
genus Polistes,2,other,noun,
Marrano,2,other,noun,
blood heat,3,other,noun,
supermarket,1,other,noun,
os nasale,3,other,noun,
modernness,3,other,noun,
arteria ophthalmica,2,other,noun,
parodist,3,other,noun,
willow family,4,other,noun,
Postimpressionist,2,other,noun,
sockeye,1,other,noun,
kala azar,1,other,noun,
movable,4,other,adjective,
legalise,2,other,verb,
tastelessly,2,other,adverb,
tuning fork,2,other,noun,
vacuolisation,3,other,noun,
hemispheric,1,other,adjective,
arteria ciliaris,2,other,noun,
Gorki,3,other,noun,
Pickett,1,other,noun,
cardiac resuscitation,3,other,noun,
punish,2,other,verb,
gladiator,3,other,noun,
genus Saturnia,4,other,noun,
devout,3,other,adjective,
large-cap,3,other,adjective,
genus Typha,3,other,noun,
grayish brown,3,other,noun,
homemaking,3,other,noun,
Leiden jar,2,other,noun,
landscape,3,other,verb,
finesse,2,other,noun,
grass parakeet,1,other,noun,
Jinja,1,other,noun,
Cinnamomum cassia,3,other,noun,
clarion,1,other,adjective,
oozy,3,other,adjective,
SL,2,other,noun,
Ernest Walton,1,other,noun,
landing net,4,other,noun,
DTs,3,other,noun,
Acer saccharinum,1,other,noun,
endothelial myeloma,2,other,noun,
drake,4,other,noun,
consubstantiation,1,other,noun,
gravitational interaction,2,other,noun,
raw weather,4,other,noun,
Fibonacci sequence,3,other,noun,
brain tumour,4,other,noun,
preheat,4,other,verb,
icosahedral,3,other,adjective,
two-step,3,other,noun,
nickel alloy,3,other,noun,
Deutschland,1,other,noun,
crust,3,other,verb,
scalenus syndrome,1,other,noun,
suppressor,2,other,noun,
round robin,1,other,noun,
horseflesh,1,other,noun,
Dicotyledonae,3,other,noun,
basal temperature,3,other,noun,
bistro,4,other,noun,
auction,4,other,verb,
decussation,2,other,noun,
amphibious vehicle,1,other,noun,
late-ripening,2,other,adjective,
Monstera deliciosa,3,other,noun,
pulley,3,other,noun,
tea tortrix,3,other,noun,
glacial,4,other,adjective,
Dominique,1,other,noun,
helplessness,4,other,noun,
fecundation,1,other,noun,
family Thelephoraceae,4,other,noun,
salesperson,1,other,noun,
bombycid moth,2,other,noun,
business life,2,other,noun,
Jacob Harmensen,1,other,noun,
epigastric vein,4,other,noun,
endoscopic,4,other,adjective,
laetrile,3,other,noun,
gee,2,other,noun,
Grias cauliflora,3,other,noun,
direct quotation,3,other,noun,
Arthur Schlesinger Jr.,1,other,noun,
financial center,2,other,noun,
psychology department,2,other,noun,
light year,3,other,noun,
miser,1,other,noun,
fountain pen,4,other,noun,
seam,3,other,noun,
committee,1,other,noun,
tribromoethanol,3,other,noun,
Edmond Louis Antoine Huot de Goncourt,1,other,noun,
genus Amblyrhynchus,4,other,noun,
day labourer,2,other,noun,
modified American plan,4,other,noun,
panamica,3,other,noun,
cert,1,other,noun,
fish hawk,2,other,noun,
military greeting,2,other,noun,
armed robbery,4,other,noun,
photocell,4,other,noun,
mastoidal,1,other,noun,
flick,3,other,noun,
profligate,2,other,adjective,
horseless carriage,2,other,noun,
fencing material,3,other,noun,
orchil,1,other,noun,
major mode,1,other,noun,
big bang theory,3,other,noun,
chloroplast,1,other,noun,
Medal of Honor,4,other,noun,
Max Born,4,other,noun,
mangold-wurzel,2,other,noun,
troth,4,other,noun,
dogs-tooth check,1,other,noun,
sevenfold,3,other,adjective,
John Cabot,2,other,noun,
acanthoma,3,other,noun,
totalitarian,3,other,adjective,
bacillary,2,other,adjective,
tree martin,3,other,noun,
sugar,1,other,verb,
eigenvalue of a matrix,2,other,noun,
toy spaniel,1,other,noun,
draft horse,4,other,noun,
cromorne,1,other,noun,
dyer's rocket,1,other,noun,
recommend,4,other,verb,
zaman,4,other,noun,
able,2,other,adjective,
stitchery,4,other,noun,
misdeal,4,other,verb,
old growth,4,other,noun,
executrix,3,other,noun,
genus Woodwardia,1,other,noun,
Saint James,3,other,noun,
quadrennium,2,other,noun,
Bernardo Bertolucci,4,other,noun,
house husband,4,other,noun,
proportionately,3,other,adverb,
Dijon,4,other,noun,
genus Epilachna,3,other,noun,
toying,2,other,noun,
debriefing,4,other,noun,
riddle canon,4,other,noun,
epicarp,4,other,noun,
broody,2,other,adjective,
scratch,4,other,noun,
accruement,3,other,noun,
inhere,4,other,verb,
Bradley,3,other,noun,
louvre,1,other,noun,
Lotus,3,other,noun,
profligately,4,other,adverb,
autoimmunity,2,other,noun,
wet lung,1,other,noun,
lay eyes on,2,other,verb,
XXIV,3,other,noun,
Urbana,3,other,noun,
outskirt,2,other,noun,
repertory,3,other,noun,
bootboys,2,other,noun,
3,4,other,noun,
insensitively,4,other,adverb,
green broom,2,other,noun,
thresh about,2,other,verb,
Araucaria cunninghamii,4,other,noun,
nonsolid colour,4,other,noun,
Serkin,2,other,noun,
obstreperousness,4,other,noun,
garbage collection,2,other,noun,
Teton,1,other,noun,
shark,2,other,noun,
big cat,3,other,noun,
timed,3,other,adjective,
vasoconstriction,4,other,noun,
calypter,1,other,noun,
floodlight,4,other,verb,
cinchona,1,other,noun,
Pediculus,2,other,noun,
motor pool,4,other,noun,
Valentina Tereshkova,3,other,noun,
enzootic,4,other,adjective,
fluorine,3,other,noun,
cypress family,1,other,noun,
American centaury,3,other,noun,
star-shaped,4,other,adjective,
North America,3,other,noun,
Lentinus lepideus,2,other,noun,
LXX,1,other,noun,
cubeb cigarette,3,other,noun,
Hum-Vee,1,other,noun,
Meclomen,3,other,noun,
comedienne,4,other,noun,
obliterator,4,other,noun,
blastoff,4,other,noun,
intelligence agent,4,other,noun,
Curcuma longa,1,other,noun,
suasible,3,other,adjective,
crenel,4,other,noun,
execution sale,2,other,noun,
genus Sialia,3,other,noun,
genus Eriosoma,3,other,noun,
bitartrate,1,other,noun,
hinterland,3,other,noun,
genus Phaethon,4,other,noun,
sickle cell,4,other,noun,
onstage,2,other,adverb,
brooder,1,other,noun,
image scanner,1,other,noun,
basketmaker,4,other,noun,
coydog,2,other,noun,
vibrion,1,other,noun,
mountain devil,2,other,noun,
Erskine Caldwell,2,other,noun,
redhead,1,other,noun,
acceleration,1,other,noun,
no-par stock,1,other,noun,
hemoglobin,1,other,noun,
adventuresome,2,other,adjective,
red-eye,1,other,verb,
boneshaker,4,other,noun,
wavering,4,other,noun,
literal,3,other,adjective,
zestful,3,other,adjective,
Falco subbuteo,3,other,noun,
Malto,1,other,noun,
I Peter,3,other,noun,
reductionist,1,other,adjective,
genus Mugil,3,other,noun,
singer,4,other,noun,
heights,3,other,noun,
Yamoussukro,2,other,noun,
James William Fulbright,2,other,noun,
omnivorous,1,other,adjective,
Santee,1,other,noun,
line of sight,3,other,noun,
Tanacetum cinerariifolium,4,other,noun,
galleon,4,other,noun,
transit declinometer,1,other,noun,
emancipationist,4,other,noun,
telex,4,other,verb,
snapshot program,4,other,noun,
calced,3,other,adjective,
Crocodylus porosus,4,other,noun,
health hazard,3,other,noun,
ratel,3,other,noun,
memorial tablet,1,other,noun,
Mammutidae,2,other,noun,
Pacific giant salamander,3,other,noun,
line of descent,2,other,noun,
farm machine,1,other,noun,
nautical mile,3,other,noun,
white crappie,2,other,noun,
invoke,4,other,verb,
accessible,4,other,adjective,
jasper,4,other,noun,
arteria femoralis,3,other,noun,
sexualise,2,other,verb,
payables,3,other,noun,
Pelycosauria,1,other,noun,
force unit,3,other,noun,
Diplopterygium longissimum,3,other,noun,
truck garden,3,other,noun,
point duty,1,other,noun,
Henry Morgan,3,other,noun,
calcium hydride,2,other,noun,
Chinese pea tree,3,other,noun,
bungled,1,other,adjective,
one-liner,2,other,noun,
medico,3,other,noun,
gladden,2,other,verb,
winter aconite,4,other,noun,
submarine earthquake,4,other,noun,
yogi,4,other,noun,
send back,3,other,verb,
swamp,4,other,noun,
Berteroa incana,3,other,noun,
stewpan,1,other,noun,
stepper,1,other,noun,
keystroke,1,other,noun,
agronomist,3,other,noun,
Neurontin,2,other,noun,
electric light,2,other,noun,
family Euglenaceae,3,other,noun,
senna,4,other,noun,
atomic number 17,3,other,noun,
fumes,2,other,noun,
millwheel,4,other,noun,
constructive fraud,3,other,noun,
unreasoning,4,other,adjective,
Antrozous pallidus,3,other,noun,
Opiliones,1,other,noun,
take note,3,other,verb,
miniskirt,1,other,noun,
undramatic,3,other,adjective,
hot-work steel,2,other,noun,
voice mail,4,other,noun,
satyrical,2,other,adjective,
chickenfight,2,other,verb,
decarboxylase,2,other,noun,
Mashriq,4,other,noun,
bar soap,1,other,noun,
Pakistan,1,other,noun,
UNESCO,4,other,noun,
strikeout,1,other,noun,
bicuspidate,1,other,adjective,
electric,2,other,adjective,
gray,3,other,adjective,
Satureia,4,other,noun,
imaginable,3,other,adjective,
double creme,3,other,noun,
light-skinned,1,other,adjective,
Daniel Ortega,4,other,noun,
military installation,2,other,noun,
flock,4,other,noun,
truthfully,2,other,adverb,
petit larceny,1,other,noun,
deeds,4,other,noun,
venereal,2,other,adjective,
nisi,4,other,adjective,
Lates,2,other,noun,
C,1,other,noun,
counterglow,1,other,noun,
neoencephalon,3,other,noun,
crystallize,1,other,verb,
South Temperate Zone,4,other,noun,
recapture,2,other,noun,
kW,3,other,noun,
fillet,1,other,noun,
unadulterated,3,other,adjective,
squiggle,2,other,noun,
rhea,1,other,noun,
superscript,4,other,noun,
anchorage ground,3,other,noun,
unfastener,1,other,noun,
adult male body,1,other,noun,
Campanula trachelium,1,other,noun,
self-luminous,3,other,adjective,
self-respect,4,other,noun,
pretty,2,other,adjective,
genus Sloanea,2,other,noun,
Malevich,2,other,noun,
brazilian ironwood,1,other,noun,
fire pit,1,other,noun,
Alpine woodsia,3,other,noun,
axiomatically,4,other,adverb,
genus Menyanthes,3,other,noun,
Arhat,1,other,noun,
excrete,2,other,verb,
increasing,3,other,adjective,
watercraft,4,other,noun,
gall of the earth,3,other,noun,
shivering,3,other,noun,
Guangdong province,4,other,noun,
dummy,1,other,adjective,
overweening,3,other,adjective,
emergency landing,4,other,noun,
Balanus balanoides,1,other,noun,
telegraphist,1,other,noun,
Andrija Mohorovicic,1,other,noun,
piano wire,2,other,noun,
Giovanni Mastai-Ferretti,2,other,noun,
stymy,2,other,verb,
Strand,2,other,noun,
bar graph,2,other,noun,
potentiometer,4,other,noun,
siren call,1,other,noun,
demagnetization,2,other,noun,
spirit rapper,2,other,noun,
volleyball game,4,other,noun,
sylph,2,other,noun,
adiabatic process,4,other,noun,
Pollachius,2,other,noun,
Anagasta,3,other,noun,
nose out,1,other,verb,
thwarting,3,other,adjective,
Chevalier de Lamarck,3,other,noun,
tetraspore,1,other,noun,
Rhodes grass,3,other,noun,
perverseness,2,other,noun,
contents,3,other,noun,
twentieth,2,other,noun,
Mentha aquatica,2,other,noun,
camping,4,other,noun,
Band of Partisans,2,other,noun,
cluster bomblet,1,other,noun,
Anguillan,4,other,noun,
Strepsiceros,2,other,noun,
center,4,other,verb,
Florida key,4,other,noun,
reddish brown,1,other,noun,
phycobilin,1,other,noun,
atrioventricular node,2,other,noun,
coyly,3,other,adverb,
Jessica Tandy,4,other,noun,
verge,3,other,noun,
Spartina,3,other,noun,
subserviently,3,other,adverb,
outcrop,3,other,noun,
diaglyph,3,other,noun,
Ld.,4,other,noun,
Cacatua galerita,4,other,noun,
demister,1,other,noun,
Veneridae,1,other,noun,
adjudicative,1,other,adjective,
attired,4,other,adjective,
military law,4,other,noun,
evidentiary,1,other,adjective,
First State,4,other,noun,
lamivudine,4,other,noun,
silky,1,other,adjective,
genus Staurikosaurus,4,other,noun,
jock,3,other,noun,
harmoniousness,4,other,noun,
Gainesville,3,other,noun,
slews,4,other,noun,
pop off,4,other,verb,
Baltic language,3,other,noun,
sufferance,2,other,noun,
dally,1,other,verb,
Antakya,2,other,noun,
make a stink,2,other,verb,
Procavia capensis,1,other,noun,
imaginative,3,other,adjective,
stonecress,2,other,noun,
Ochna,4,other,noun,
dosimetry,4,other,noun,
guadalupe fur seal,3,other,noun,
corn fritter,4,other,noun,
public nuisance,2,other,noun,
Heyerdahl,2,other,noun,
order Chytridiales,1,other,noun,
Ctenocephalides felis,2,other,noun,
show-stopper,3,other,noun,
muscle fiber,3,other,noun,
genus Lonchocarpus,2,other,noun,
Dryopteris oreopteris,1,other,noun,
thunder,4,other,noun,
plethoric,2,other,adjective,
Rubus saxatilis,1,other,noun,
fishing tackle,1,other,noun,
silver beech,2,other,noun,
judgement in rem,4,other,noun,
literary genre,1,other,noun,
beforehand,2,other,adjective,
Vanua Levu,4,other,noun,
North Equatorial Current,1,other,noun,
bribable,1,other,adjective,
opening line,2,other,noun,
marmalade orange,4,other,noun,
genital stage,3,other,noun,
Alexander VI,4,other,noun,
schlockmeister,2,other,noun,
weasel-worded,1,other,adjective,
mail clerk,1,other,noun,
dominus,3,other,noun,
quantitatively,1,other,adverb,
zag,3,other,noun,
Right Bank,1,other,noun,
Admiral Nelson,3,other,noun,
spuriousness,3,other,noun,
ECCM,1,other,noun,
fooling,1,other,adjective,
genus Lonas,3,other,noun,
unreproducible,2,other,adjective,
bask,3,other,verb,
gismo,3,other,noun,
steel trap,4,other,noun,
Psyche,2,other,noun,
imploringly,1,other,adverb,
harm,2,other,noun,
swamp lily,4,other,noun,
little,4,other,adjective,
family Tinamidae,3,other,noun,
retrobulbar neuritis,4,other,noun,
polemic,2,other,noun,
theater in the round,2,other,noun,
Cynoscion regalis,4,other,noun,
solant goose,2,other,noun,
decrepitation,1,other,noun,
family Manteidae,4,other,noun,
housefather,1,other,noun,
work through,3,other,verb,
lavalier,1,other,noun,
elegance,1,other,noun,
psychoanalysis,2,other,noun,
huntsman's cup,2,other,noun,
Greenwich Time,4,other,noun,
invasion of privacy,1,other,noun,
Nyiragongo,1,other,noun,
tailspin,4,other,noun,
hundred-and-fiftieth,1,other,adjective,
Upper Avon River,1,other,noun,
Passamaquody,4,other,noun,
Dnipropetrovsk,4,other,noun,
polydipsia,4,other,noun,
genus Cuculus,2,other,noun,
square meter,1,other,noun,
coefficient of friction,2,other,noun,
trichloroethylene,4,other,noun,
os longum,2,other,noun,
semiconscious,3,other,adjective,
philhellenist,3,other,noun,
tableware,4,other,noun,
breaststroke,4,other,verb,
parietomastoid suture,3,other,noun,
xx,4,other,adjective,
